Age,Candidate,Criminal_Case,District,Education,Liabilities,Party,State,Total_Assets,Winner,Year
62,Akhil Ranjan Mondal,0,Raiganj,Graduate,Rs 0,BSP,WEST BENGAL,"Rs 77,50,000",No,2009
33,Sayantan Basu,0,Purulia,Graduate,Rs 0,BJP,WEST BENGAL,"Rs 12,901",No,2009
56,Shantiram Mahato, 1 ,Purulia,10th Pass,"Rs 12,341",INC,WEST BENGAL,"Rs 7,79,330",No,2009
69,Umacharan Mahato,0,Purulia,Literate,Rs 0,IND,WEST BENGAL,"Rs 44,878",No,2009
49,Anil Biswas,0,Raiganj,Literate,Rs 0,IND,WEST BENGAL,Nil,No,2009
60,Bireswar Lahiri,0,Raiganj,Post Graduate,Rs 0,CPM,WEST BENGAL,"Rs 22,94,140",No,2009
45,Faiz Rahaman,0,Raiganj,Graduate,"Rs 3,00,300",RDMP,WEST BENGAL,"Rs 4,25,000",No,2009
66,Gopesh Chandra Sarkar,0,Raiganj,Doctorate,"Rs 40,381",BJP,WEST BENGAL,"Rs 36,23,491",No,2009
36,Manas Jana,0,Raiganj,Doctorate,"Rs 8,50,000",IND,WEST BENGAL,"Rs 10,90,308",No,2009
49,Matiur Rahman,0,Raiganj,12th Pass,Rs 0,JD(U),WEST BENGAL,"Rs 3,60,000",No,2009
64,Nachhir Ali Pramanik, 1 ,Raiganj,10th Pass,Rs 0,IND,WEST BENGAL,"Rs 11,84,000",No,2009
54,Suleman Hafiji,0,Raiganj,10th Pass,Rs 0,CPI(ML)(L),WEST BENGAL,"Rs 2,01,500",No,2009
47,Upendra Nath Das, 2 ,Raiganj,10th Pass,Rs 0,IND,WEST BENGAL,"Rs 6,40,340",No,2009
56,ABDUL MANNAN HOSSAIN, 1 ,Murshidabad,Graduate,"Rs 10,06,391",INC,WEST BENGAL,"Rs 17,09,788",Yes,2009
43,ALAM MEHDI,0,Murshidabad,Not Given,Rs 0,IND,WEST BENGAL,Nil,No,2009
57,ANISUR RAHAMAN SARKAR,0,Murshidabad,Post Graduate,Rs 0,CPM,WEST BENGAL,"Rs 45,92,372",No,2009
43,CHANDAN KR. MONDAL,0,Murshidabad,10th Pass,Rs 0,IND,WEST BENGAL,"Rs 50,000",No,2009
32,CHITTA RANJAN MANDAL,0,Murshidabad,12th Pass,Rs 0,BSP,WEST BENGAL,"Rs 2,15,000",No,2009
53,DR. SUKUMAR GHOSH, 1 ,Murshidabad,Others,Rs 0,IND,WEST BENGAL,"Rs 3,98,263",No,2009
54,JAFORULLA MOLLA,0,Murshidabad,Graduate,Rs 300,AUDF,WEST BENGAL,"Rs 9,57,118",No,2009
63,Prabodh Panda,0,Medinipur,Graduate,"Rs 3,62,156",CPI,WEST BENGAL,"Rs 22,30,746",Yes,2009
63,Amit Moitra,0,Medinipur,Post Graduate,Rs 0,IND,WEST BENGAL,"Rs 9,74,700",No,2009
64,Asok Kumar Golder,0,Medinipur,Graduate,Rs 0,BSP,WEST BENGAL,"Rs 17,26,371",No,2009
55,De Sukumar,0,Medinipur,Graduate Professional,"Rs 3,00,000",IND,WEST BENGAL,"Rs 2,90,000",No,2009
54,KHADIJA BANU,0,Murshidabad,Graduate,Rs 0,IND,WEST BENGAL,"Rs 2,90,000",No,2009
44,MD. SAHAZAMAL,0,Murshidabad,Not Given,Rs 0,SP,WEST BENGAL,Nil,No,2009
41,NIRMAL KUMAR SAHA,0,Murshidabad,10th Pass,"Rs 18,15,197",BJP,WEST BENGAL,"Rs 1,15,70,047",No,2009
72,Dipak Kumar Ghosh, 1 ,Medinipur,Graduate Professional,Rs 0,AITC,WEST BENGAL,"Rs 44,40,000",No,2009
33,Mukul Kumar Maiti,0,Medinipur,12th Pass,Rs 0,RDMP,WEST BENGAL,"Rs 2,00,300",No,2009
60,Nepal Das,0,Medinipur,12th Pass,Rs 0,JMM,WEST BENGAL,"Rs 3,98,946",No,2009
32,SANTWANA HALDER (SAHA),0,Murshidabad,10th Pass,Rs 0,IND,WEST BENGAL,"Rs 2,07,500",No,2009
32,Partha Addhya,0,Medinipur,Graduate,Rs 0,IND,WEST BENGAL,"Rs 3,87,328",No,2009
52,Pradip Patnaik, 1 ,Medinipur,12th Pass,"Rs 3,16,223",BJP,WEST BENGAL,"Rs 15,96,862",No,2009
49,Sanjay Mishra,0,Medinipur,10th Pass,"Rs 2,00,000",IND,WEST BENGAL,"Rs 1,83,000",No,2009
71,CHOUDHURY MOHAN JATUA,0,Mathurapur,Post Graduate,Rs 0,AITC,WEST BENGAL,"Rs 25,85,000",Yes,2009
34,ANIMESH NASKAR,0,Mathurapur,Post Graduate,"Rs 43,600",CPM,WEST BENGAL,"Rs 1,29,543",No,2009
45,BINAY KUMAR BISWAS,0,Mathurapur,Not Given,Rs 0,BJP,WEST BENGAL,"Rs 39,80,000",No,2009
59,BIRESH CHANDRA MANDAL,0,Mathurapur,Graduate,Rs 0,IND,WEST BENGAL,"Rs 5,42,006",No,2009
35,PRADIP MANDAL,0,Mathurapur,Graduate,Rs 0,RDMP,WEST BENGAL,"Rs 27,63,000",No,2009
46,PRANAB KUMAR JATUA,0,Mathurapur,10th Pass,"Rs 5,85,000",IND,WEST BENGAL,"Rs 5,56,150",No,2009
67,SACHINDRA NATH NASKAR,0,Mathurapur,Graduate,"Rs 43,100",BSP,WEST BENGAL,"Rs 5,57,000",No,2009
27,Mausam Noor,0,Maldaha Uttar,Graduate Professional,"Rs 2,34,488",INC,WEST BENGAL,"Rs 18,47,359",Yes,2009
29,Amina Khatun,0,Maldaha Uttar,Graduate,Rs 0,IND,WEST BENGAL,"Rs 1,48,029",No,2009
35,Amlan Bhaduri, 2 ,Maldaha Uttar,Post Graduate,Rs 0,BJP,WEST BENGAL,"Rs 14,50,034",No,2009
48,Asim Kumar Chowdhury,0,Maldaha Uttar,10th Pass,"Rs 1,18,601",IND,WEST BENGAL,"Rs 22,43,000",No,2009
39,Atul Chandra Mandal,0,Maldaha Uttar,Graduate,Rs 0,IND,WEST BENGAL,"Rs 3,90,000",No,2009
54,Bikash Biswas,0,Maldaha Uttar,Graduate,"Rs 5,60,000",BSP,WEST BENGAL,"Rs 12,87,000",No,2009
49,Mallika Sarkar (Nandy),0,Maldaha Uttar,Graduate,"Rs 1,31,056",IND,WEST BENGAL,"Rs 6,78,714",No,2009
38,Monowara Begam,0,Maldaha Uttar,Literate,Rs 0,RDMP,WEST BENGAL,"Rs 4,30,000",No,2009
68,Sailen Sarkar,0,Maldaha Uttar,Graduate,Rs 0,CPM,WEST BENGAL,"Rs 57,06,865",No,2009
51,TAPAS PAUL, 5 ,Krishnanagar,Graduate,Rs 0,AITC,WEST BENGAL,"Rs 96,14,227",Yes,2009
36,DEBABRATA MAJUMDER,0,Krishnanagar,Graduate,Rs 0,BSP,WEST BENGAL,"Rs 34,52,000",No,2009
51,JAYASRI CHAKRABARTY,0,Krishnanagar,Post Graduate,"Rs 3,00,000",SP,WEST BENGAL,"Rs 1,11,82,842",No,2009
39,JYOTIRMOYEE SIKDAR, 10 ,Krishnanagar,12th Pass,"Rs 11,69,000",CPM,WEST BENGAL,"Rs 1,08,14,653",No,2009
57,MD. NIAMATULLAH MALLICK,0,Krishnanagar,Others,Rs 0,AUDF,WEST BENGAL,"Rs 5,67,126",No,2009
53,SHAHJAHAN MALLIK, 1 ,Krishnanagar,Graduate Professional,"Rs 5,43,000",MUL,WEST BENGAL,"Rs 19,63,567",No,2009
52,SK. DAULAT HOSSAIN,0,Krishnanagar,8th Pass,Rs 0,NCP,WEST BENGAL,"Rs 18,28,000",No,2009
50,SUBIMAL SENGUPTA,0,Krishnanagar,Not Given,Rs 0,CPI(ML)(L),WEST BENGAL,Nil,No,2009
57,SUDIP BANDYOPADHYAY,0,Kolkata Uttar,Graduate,"Rs 1,96,283",AITC,WEST BENGAL,"Rs 41,87,479",Yes,2009
66,AMITABHA SEN,0,Kolkata Uttar,Doctorate,Rs 0,IND,WEST BENGAL,"Rs 65,72,032",No,2009
35,AVINASH KUMAR AGARWAL,0,Kolkata Uttar,Graduate,"Rs 73,04,791",LJP,WEST BENGAL,"Rs 7,91,47,034",No,2009
45,BALARAM SAHA,0,Kolkata Uttar,Post Graduate,"Rs 24,226",IND,WEST BENGAL,"Rs 1,75,309",No,2009
58,KANCHAN KUMAR SARKAR,0,Kolkata Uttar,Graduate Professional,Rs 0,IND,WEST BENGAL,"Rs 17,16,000",No,2009
34,KUMODH NARAYAN CHOWDHURY,0,Kolkata Uttar,12th Pass,Rs 0,IND,WEST BENGAL,"Rs 15,22,000",No,2009
79,MD. KASIM,0,Kolkata Uttar,Not Given,Rs 0,MUL,WEST BENGAL,"Rs 22,011",No,2009
51,MD. SALIM,0,Kolkata Uttar,Post Graduate,Rs 0,CPM,WEST BENGAL,"Rs 84,56,467",No,2009
52,SANDIPAN BISWAS,0,Kolkata Uttar,Graduate,"Rs 66,41,296",IND,WEST BENGAL,"Rs 3,28,23,052",No,2009
67,SATISH VYAS,0,Kolkata Uttar,12th Pass,Rs 0,IND,WEST BENGAL,"Rs 4,045",No,2009
45,SHARAD KUMAR SINGH,0,Kolkata Uttar,Graduate Professional,"Rs 59,42,361",BSP,WEST BENGAL,"Rs 1,80,25,066",No,2009
49,SULTAN OSMAN,0,Kolkata Uttar,Graduate,"Rs 1,00,000",IND,WEST BENGAL,"Rs 39,38,256",No,2009
63,TATHAGATA ROY,0,Kolkata Uttar,Graduate Professional,"Rs 1,04,220",BJP,WEST BENGAL,"Rs 84,44,907",No,2009
69,ADHIKARI SISIR KUMAR, 1 ,Kanthi,12th Pass,Rs 0,AITC,WEST BENGAL,"Rs 10,83,159",Yes,2009
70,AMALESH MISHRA,0,Kanthi,Graduate Professional,"Rs 6,72,190",BJP,WEST BENGAL,"Rs 15,77,672",No,2009
69,PRASANTA PRADHAN,0,Kanthi,Post Graduate,"Rs 25,000",CPM,WEST BENGAL,"Rs 9,85,446",No,2009
52,RASH BEHARI PATRA,0,Kanthi,12th Pass,Rs 0,BSP,WEST BENGAL,Nil,No,2009
54,MAMATA BANERJEE,0,Kolkata Dakshin,Post Graduate,Rs 0,AITC,WEST BENGAL,"Rs 4,73,194",Yes,2009
78,ARUN BISWAS,0,Kolkata Dakshin,Graduate,Rs 0,IND,WEST BENGAL,"Rs 9,808",No,2009
36,ASIF MD,0,Kolkata Dakshin,5th Pass,Rs 0,MUL,WEST BENGAL,"Rs 2,52,543",No,2009
36,BARNALI MUKHOPADHYAY, 2 ,Kolkata Dakshin,Graduate,Rs 0,IND,WEST BENGAL,"Rs 91,000",No,2009
43,JAYANTA DATTA,0,Kolkata Dakshin,12th Pass,Rs 0,IND,WEST BENGAL,"Rs 9,79,952",No,2009
58,JYOTSNA BANERJEE,0,Kolkata Dakshin,Graduate,Rs 0,BJP,WEST BENGAL,"Rs 88,04,500",No,2009
46,LEELA HANS,0,Kolkata Dakshin,10th Pass,Rs 0,IJP,WEST BENGAL,"Rs 13,42,000",No,2009
50,NISHAT KHAN,0,Kolkata Dakshin,Graduate,"Rs 40,00,000",IND,WEST BENGAL,"Rs 1,60,00,000",No,2009
60,PARESH CHANDRA ROY,0,Kolkata Dakshin,Graduate,Rs 500,BSP,WEST BENGAL,"Rs 31,94,711",No,2009
33,PIJUSH BANERJEE,0,Kolkata Dakshin,Graduate,Rs 0,IND,WEST BENGAL,"Rs 2,00,371",No,2009
60,RABIN DEB,0,Kolkata Dakshin,Graduate,"Rs 3,05,857",CPM,WEST BENGAL,"Rs 17,15,392",No,2009
65,RAM CHANDRA PRASAD,0,Kolkata Dakshin,Graduate Professional,"Rs 1,25,000",IND,WEST BENGAL,"Rs 26,65,288",No,2009
34,YUSUF JAMAL SIDDIQUE,0,Kolkata Dakshin,Post Graduate,Rs 0,IND,WEST BENGAL,"Rs 26,51,109",No,2009
65,Abu Hasem Khan Choudhury,0,Maldaha Dakshin,Doctorate,Rs 0,INC,WEST BENGAL,"Rs 87,82,797",Yes,2009
60,Abdur Razzaque,0,Maldaha Dakshin,Post Graduate,"Rs 83,327",CPM,WEST BENGAL,"Rs 15,32,819",No,2009
47,Dipak Kumar Chowdhury,0,Maldaha Dakshin,Graduate,Rs 0,BJP,WEST BENGAL,"Rs 90,000",No,2009
52,Dr.Bharat Chandra Mandal,0,Maldaha Dakshin,Graduate,"Rs 1,00,000",BSP,WEST BENGAL,"Rs 27,70,700",No,2009
42,Manjur Alahi Munshi,0,Maldaha Dakshin,12th Pass,Rs 0,IND,WEST BENGAL,"Rs 3,16,100",No,2009
74,Md. Ejaruddin,0,Maldaha Dakshin,Post Graduate,Rs 0,MUL,WEST BENGAL,"Rs 1,03,21,781",No,2009
32,Md. Kamal Basirujjaman,0,Maldaha Dakshin,12th Pass,Rs 0,IND,WEST BENGAL,"Rs 17,000",No,2009
39,Rustam Ali, 1 ,Maldaha Dakshin,12th Pass,Rs 0,IND,WEST BENGAL,"Rs 3,78,000",No,2009
38,Shyamal Das,0,Maldaha Dakshin,Graduate,Rs 0,IND,WEST BENGAL,"Rs 34,700",No,2009
40,Pulin Bihari Baske,0,Jhargram,Graduate Professional,Rs 0,CPM,WEST BENGAL,"Rs 14,84,298",Yes,2009
46,Aditya Kisku,0,Jhargram,12th Pass,Rs 0,IND,WEST BENGAL,"Rs 5,80,515",No,2009
63,Amrit Hansda,0,Jhargram,12th Pass,Rs 0,INC,WEST BENGAL,"Rs 25,11,912",No,2009
44,Chunibala Hansda, 1 ,Jhargram,8th Pass,Rs 0,JKP(N),WEST BENGAL,"Rs 11,62,000",No,2009
34,Nabendu Mahali, 1 ,Jhargram,8th Pass,Rs 0,BJP,WEST BENGAL,"Rs 2,51,000",No,2009
70,Panchanan Hansda,0,Jhargram,Graduate,"Rs 12,065",BSP,WEST BENGAL,"Rs 1,65,876",No,2009
30,Sunil Murmu,0,Jhargram,8th Pass,Rs 0,IND,WEST BENGAL,Nil,No,2009
28,Susil Mandi,0,Jhargram,Graduate,Rs 0,IND,WEST BENGAL,Nil,No,2009
50,DR. TARUN MONDAL,0,Jaynagar,Graduate Professional,"Rs 5,600",IND,WEST BENGAL,"Rs 18,56,636",Yes,2009
66,ARABINDA HALDER,0,Jaynagar,Graduate,Rs 0,BSP,WEST BENGAL,"Rs 8,93,000",No,2009
53,NIMAI BARMAN, 2 ,Jaynagar,Graduate,"Rs 1,28,000",RSP,WEST BENGAL,"Rs 28,29,454",No,2009
61,NIRODE CHANDRA HALDER,0,Jaynagar,12th Pass,Rs 0,BJP,WEST BENGAL,"Rs 13,96,000",No,2009
49,SHANKAR HALDAR,0,Jaynagar,10th Pass,Rs 0,IND,WEST BENGAL,"Rs 9,47,700",No,2009
43,SHYAMAL NASKAR,0,Jaynagar,Graduate Professional,Rs 0,IND,WEST BENGAL,"Rs 55,000",No,2009
28,TAPAS TARAFDAR,0,Jaynagar,10th Pass,"Rs 30,000",RDMP,WEST BENGAL,"Rs 7,07,500",No,2009
74,TARANGA MONDAL,0,Jaynagar,10th Pass,Rs 0,AUDF,WEST BENGAL,"Rs 32,60,569",No,2009
72,PRANAB MUKHERJEE,0,Jangipur,Doctorate,Rs 0,INC,WEST BENGAL,"Rs 2,69,20,479",Yes,2009
52,DEBASHISH MAJUMDAR,0,Jangipur,Graduate Professional,Rs 0,BJP,WEST BENGAL,"Rs 8,28,546",No,2009
61,MRIGANKA SEKHAR BHATTACHARYA,0,Jangipur,Graduate,Rs 0,CPM,WEST BENGAL,"Rs 8,41,193",No,2009
35,TAPAS SAHA,0,Jangipur,Graduate,Rs 0,IND,WEST BENGAL,"Rs 1,37,000",No,2009
59,ZAMIRUL HASSAN,0,Jangipur,Graduate,"Rs 1,62,00,000",AUDF,WEST BENGAL,"Rs 3,12,97,868",No,2009
54,Mahendra Kumar Roy,0,Jalpaiguri,Graduate Professional,Rs 0,CPM,WEST BENGAL,"Rs 28,78,591",Yes,2009
64,Barma Sukhbilas,0,Jalpaiguri,Doctorate,Rs 0,INC,WEST BENGAL,"Rs 1,03,53,000",No,2009
30,Chinmay Sarkar,0,Jalpaiguri,Graduate Professional,Rs 500,IND,WEST BENGAL,"Rs 1,38,000",No,2009
47,Dr. Dhirendra Nath Das,0,Jalpaiguri,Post Graduate,"Rs 2,00,000",NCP,WEST BENGAL,"Rs 9,00,000",No,2009
36,Dwipendra Nath Pramanik, 1 ,Jalpaiguri,Graduate,"Rs 4,81,001",BJP,WEST BENGAL,"Rs 26,02,620",No,2009
47,Haribhakta Sardar, 1 ,Jalpaiguri,12th Pass,"Rs 45,000",IND,WEST BENGAL,"Rs 1,90,000",No,2009
58,Pabitra Moitra,0,Jalpaiguri,Graduate,"Rs 15,250",Amra Bangalee,WEST BENGAL,"Rs 6,22,800",No,2009
36,Prithwiraj Roy, 1 ,Jalpaiguri,Post Graduate,"Rs 69,000",IND,WEST BENGAL,"Rs 63,000",No,2009
50,Santi Kumar Sarkar,0,Jalpaiguri,Post Graduate,"Rs 50,202",BSP,WEST BENGAL,"Rs 11,87,207",No,2009
46,Satyen Prasad Roy,0,Jalpaiguri,12th Pass,Rs 0,SWJP,WEST BENGAL,"Rs 81,200",No,2009
82,AMBICA BANERJEE, 1 ,Howrah,Graduate Professional,"Rs 72,33,333",AITC,WEST BENGAL,"Rs 6,29,26,674",Yes,2009
42,ABDUL MOMIN SEKH,0,Howrah,12th Pass,Rs 0,IND,WEST BENGAL,"Rs 2,20,000",No,2009
52,BIJOY UPPADHYA, 2 ,Howrah,12th Pass,Rs 0,SP,WEST BENGAL,"Rs 12,19,092",No,2009
40,GAURAB SAHA,0,Howrah,10th Pass,Rs 0,IND,WEST BENGAL,"Rs 84,920",No,2009
42,GORA CHAND KOLEY,0,Howrah,8th Pass,"Rs 75,000",IND,WEST BENGAL,"Rs 10,45,000",No,2009
27,GOUTAM GAYEN,0,Howrah,8th Pass,Rs 0,IND,WEST BENGAL,"Rs 7,000",No,2009
32,MANOJ KUMAR PASWAN,0,Howrah,12th Pass,Rs 0,IND,WEST BENGAL,"Rs 14,000",No,2009
54,NARAD PANDIT,0,Howrah,Graduate Professional,Rs 0,IND,WEST BENGAL,"Rs 92,000",No,2009
59,KABIR SUMAN,0,Jadavpur,Graduate,Rs 0,AITC,WEST BENGAL,"Rs 32,06,685",Yes,2009
69,FAKIR MAHAMMAD LASKAR,0,Jadavpur,Literate,"Rs 2,00,000",IND,WEST BENGAL,"Rs 45,07,000",No,2009
54,POLLY MUKHERJEE,0,Howrah,12th Pass,Rs 0,BJP,WEST BENGAL,"Rs 96,41,482",No,2009
43,RAM AVTAR GUPTA,0,Howrah,Graduate Professional,"Rs 7,28,484",BSP,WEST BENGAL,"Rs 4,22,17,908",No,2009
41,SANATAN BAG,0,Howrah,12th Pass,Rs 0,IND,WEST BENGAL,Rs 500,No,2009
30,KAMALESH DAS,0,Jadavpur,Graduate,Rs 0,IND,WEST BENGAL,"Rs 43,000",No,2009
35,PINTU SANPUI,0,Jadavpur,Graduate,Rs 0,BSP(K),WEST BENGAL,"Rs 2,500",No,2009
47,RAMA BOSE,0,Jadavpur,Graduate,Rs 0,IND,WEST BENGAL,"Rs 14,87,200",No,2009
57,SAIFUDDIN CHOUDHURY,0,Jadavpur,Graduate,"Rs 2,15,876",PDS,WEST BENGAL,"Rs 20,34,033",No,2009
62,SANAT BHATTACHARYA,0,Jadavpur,12th Pass,Rs 0,BJP,WEST BENGAL,"Rs 3,32,87,000",No,2009
36,SANJAY MAKAL,0,Howrah,8th Pass,Rs 0,IND,WEST BENGAL,"Rs 52,000",No,2009
43,SUBARNA CHAKRABORTY,0,Howrah,12th Pass,Rs 0,IND,WEST BENGAL,"Rs 1,07,000",No,2009
62,SUDARSHAN MANNA,0,Howrah,10th Pass,Rs 0,STPI,WEST BENGAL,"Rs 5,75,488",No,2009
54,SANDHAYA MONDAL,0,Jadavpur,Graduate,Rs 0,BSP,WEST BENGAL,"Rs 37,40,000",No,2009
50,SUJAN CHAKRABORTY,0,Jadavpur,Post Graduate,Rs 0,CPM,WEST BENGAL,"Rs 25,44,611",No,2009
53,TUSHAR KANTI DAS,0,Jadavpur,Not Given,Rs 0,IND,WEST BENGAL,"Rs 20,39,370",No,2009
66,SWADESH CHAKRABORTTY,0,Howrah,Graduate,Rs 0,CPM,WEST BENGAL,"Rs 25,74,975",No,2009
57,RATNA DE,0,Hooghly,Graduate Professional,Rs 0,AITC,WEST BENGAL,"Rs 87,30,448",Yes,2009
42,ALOK PATHAK,0,Hooghly,Graduate,"Rs 66,975",IND,WEST BENGAL,"Rs 47,20,414",No,2009
58,ARABINDA SEN,0,Hooghly,Graduate Professional,Rs 0,SP,WEST BENGAL,"Rs 1,37,19,600",No,2009
78,CHUNI LAL CHAKRABORTY,0,Hooghly,Post Graduate,Rs 0,BJP,WEST BENGAL,"Rs 84,73,936",No,2009
72,RUPCHAND PAL,0,Hooghly,Post Graduate,Rs 0,CPM,WEST BENGAL,"Rs 8,77,500",No,2009
45,SAJAL ADHIKARI, 2 ,Hooghly,Post Graduate,Rs 0,CPI(ML)(L),WEST BENGAL,"Rs 2,40,000",No,2009
61,SATYA GOPAL DEY,0,Hooghly,Graduate,Rs 0,IND,WEST BENGAL,"Rs 68,75,007",No,2009
64,SURYYA KANTA RAY,0,Hooghly,Graduate,Rs 0,BSP,WEST BENGAL,"Rs 13,16,590",No,2009
33,SWAPAN MURMU,0,Hooghly,Graduate,Rs 0,JDP,WEST BENGAL,"Rs 10,719",No,2009
73,Gurudas Dasgupta,0,Ghatal,Post Graduate,Rs 0,CPI,WEST BENGAL,"Rs 36,54,001",Yes,2009
53,Ahitosh Maity,0,Ghatal,Post Graduate,"Rs 1,808",RDMP,WEST BENGAL,"Rs 18,37,500",No,2009
40,Arun Kumar Das,0,Ghatal,12th Pass,"Rs 31,000",JMM,WEST BENGAL,Nil,No,2009
31,Liyakat Khan,0,Ghatal,10th Pass,Rs 0,IJP,WEST BENGAL,"Rs 55,187",No,2009
55,Matilal Khatua,0,Ghatal,Graduate Professional,"Rs 3,90,000",BJP,WEST BENGAL,"Rs 62,61,142",No,2009
60,Narayan Chandra Samat, 1 ,Ghatal,12th Pass,"Rs 3,40,000",BSP,WEST BENGAL,"Rs 4,29,034",No,2009
66,Nure Alam Chowdhury,0,Ghatal,Post Graduate,Rs 0,AITC,WEST BENGAL,"Rs 10,29,00,000",No,2009
68,SOMENDRA NATH MITRA,0,Diamond Harbour,Graduate Professional,"Rs 1,57,500",AITC,WEST BENGAL,"Rs 1,47,30,832",Yes,2009
39,ABHIJIT DAS, 1 ,Diamond Harbour,Post Graduate,Rs 0,BJP,WEST BENGAL,"Rs 10,20,000",No,2009
60,BECHU MONDAL,0,Diamond Harbour,Graduate Professional,Rs 240,IND,WEST BENGAL,"Rs 7,57,000",No,2009
46,DEBAJYOTI SENGUPTA,0,Diamond Harbour,Graduate,"Rs 1,063",IND,WEST BENGAL,"Rs 17,95,959",No,2009
54,HARUNAL RASHID KAJI,0,Diamond Harbour,Graduate Professional,"Rs 25,140",NCP,WEST BENGAL,"Rs 5,07,400",No,2009
51,MAINUDDIN CHISTY,0,Diamond Harbour,Graduate Professional,Rs 0,IND,WEST BENGAL,"Rs 8,15,587",No,2009
61,SAUGATA RAY,0,Dum Dum,Post Graduate,Rs 0,AITC,WEST BENGAL,"Rs 39,71,408",Yes,2009
66,AMITAVA NANDY,0,Dum Dum,12th Pass,Rs 0,CPM,WEST BENGAL,"Rs 42,15,717",No,2009
67,DULAL CHANDRA DAS,0,Dum Dum,Graduate Professional,Rs 0,BSP,WEST BENGAL,"Rs 17,80,000",No,2009
39,SANATAN RAY CHAUDHURI,0,Dum Dum,Not Given,Rs 0,LJP,WEST BENGAL,Nil,No,2009
68,R.N. CHAUDHURY,0,Diamond Harbour,Graduate Professional,Rs 0,BSP,WEST BENGAL,"Rs 5,11,30,000",No,2009
42,SAMIK LAHIRI,0,Diamond Harbour,Not Given,Rs 0,CPM,WEST BENGAL,Nil,No,2009
65,SHYAMAL MONDAL,0,Diamond Harbour,Graduate,Rs 0,Ambedkarbadi Party,WEST BENGAL,"Rs 40,45,000",No,2009
39,SK NASIRUDDIN,0,Diamond Harbour,8th Pass,Rs 0,SP,WEST BENGAL,"Rs 5,20,000",No,2009
50,SUNIL PAL,0,Dum Dum,Illiterate,Rs 0,IND,WEST BENGAL,"Rs 2,02,700",No,2009
65,TAPAN SIKDAR,0,Dum Dum,Graduate,Rs 0,BJP,WEST BENGAL,"Rs 33,69,377",No,2009
70,Jaswant Singh,0,Darjeeling,Graduate,"Rs 7,44,864",BJP,WEST BENGAL,"Rs 8,35,71,845",Yes,2009
48,Abhijit Majumdar,0,Darjeeling,Post Graduate,"Rs 6,00,000",CPI(ML)(L),WEST BENGAL,"Rs 28,55,000",No,2009
48,Arun Kumar Agarwal, 1 ,Darjeeling,12th Pass,Rs 0,IND,WEST BENGAL,"Rs 1,62,32,570",No,2009
55,Baidyanath Roy,0,Darjeeling,12th Pass,Rs 0,IPFB,WEST BENGAL,"Rs 2,50,000",No,2009
73,Dawa Narbula,0,Darjeeling,Post Graduate,Rs 0,INC,WEST BENGAL,"Rs 98,00,000",No,2009
62,Haridas Thakur,0,Darjeeling,Graduate,Rs 0,BSP,WEST BENGAL,"Rs 29,15,000",No,2009
55,Jibesh Sarkar,0,Darjeeling,Graduate,"Rs 1,48,320",CPM,WEST BENGAL,"Rs 19,75,469",No,2009
50,Niranjan Saha,0,Darjeeling,Graduate,Rs 0,Amra Bangalee,WEST BENGAL,"Rs 1,53,000",No,2009
35,Nitu Jai,0,Darjeeling,12th Pass,Rs 0,IND,WEST BENGAL,"Rs 40,50,000",No,2009
44,Ram Ganesh Baraik,0,Darjeeling,Literate,Rs 0,IND,WEST BENGAL,"Rs 2,300",No,2009
51,RAM CHANDRA DOME,0,Bolpur,Graduate Professional,Rs 0,CPM,WEST BENGAL,"Rs 7,39,396",Yes,2009
34,ADARA BAURI,0,Bolpur,5th Pass,Rs 0,AUDF,WEST BENGAL,Nil,No,2009
40,ARJUN SAHA,0,Bolpur,Graduate,"Rs 2,52,110",BJP,WEST BENGAL,"Rs 30,52,000",No,2009
54,ASIT KUMAR MAL,0,Bolpur,Graduate,Rs 0,INC,WEST BENGAL,"Rs 22,610",No,2009
38,BIJAY KRISHNA DALUI,0,Bolpur,Doctorate,"Rs 7,058",IND,WEST BENGAL,"Rs 3,11,031",No,2009
49,Nripendra Nath Ray, 1 ,Coochbehar,Graduate,Rs 0,AIFB,WEST BENGAL,"Rs 11,33,170",Yes,2009
37,Arghya Roy Pradhan,0,Coochbehar,Graduate,Rs 0,AITC,WEST BENGAL,"Rs 4,02,858",No,2009
41,Bangshi Badan Barman, 9 ,Coochbehar,Graduate,Rs 0,IND,WEST BENGAL,"Rs 5,60,100",No,2009
61,Bhabendra Nath Barman,0,Coochbehar,Post Graduate,"Rs 4,05,000",BJP,WEST BENGAL,"Rs 42,45,010",No,2009
59,NIHAR HAZRA,0,Bolpur,Graduate,Rs 0,IND,WEST BENGAL,"Rs 92,472",No,2009
39,VIDYA SAGAR METE,0,Bolpur,Not Given,Rs 0,BSP,WEST BENGAL,Rs 505,No,2009
50,Dalendra Roy,0,Coochbehar,10th Pass,Rs 0,Amra Bangalee,WEST BENGAL,"Rs 7,25,000",No,2009
37,Harekrishna Sarkar,0,Coochbehar,Post Graduate,"Rs 1,40,135",RPI,WEST BENGAL,"Rs 1,37,558",No,2009
54,Hitendra Das,0,Coochbehar,8th Pass,"Rs 25,000",IND,WEST BENGAL,Nil,No,2009
29,Krishna Kanta Barman,0,Coochbehar,Graduate,Rs 0,IND,WEST BENGAL,"Rs 71,000",No,2009
42,Niranjan Barman, 1 ,Coochbehar,8th Pass,Rs 0,BSP,WEST BENGAL,"Rs 80,276",No,2009
